"id_mention","full_text"
"000acc37ecd8bd631a106c20d5fe3722","NINGUÉM LEVANTOU ESTA HIPÓTESE. E SE FOI O PRÓPRIO GUILHERME BOULOS QUE FORJOU O LAUDO E FEZ VAZAR PARA O MARÇAL PARA O FEITIÇO VIRAR CONTRA O FEITICEIRO. ARRUINANDO A CAMPANHA DO MARÇAL."
"000aee30c596376f4794b2e9d2f42e6f","❤❤❤❤❤❤❤❤❤❤❤❤nos evangélicos estamos com Pablo Marçal"
"000b3894ba2d36d0158265f025bfe007","Povo não vamos eleger 13 nem 55 Pablo Marçal 28 neles primeiro turno"
"000b513a6a754787028cd5146ec2e509","Acreditamos em vc…"
"000b73d8d2d7566c228f5696c2eeea90","Precisa derrotar o boulos se não apoiar o Ricardo o boulos ganha"
"000c676fbff3f1af50e04e88cb5a1716","Estes políticos e mídia maldita esquadrias estão kacando de medos estão amaldiçoados por causa destes dinheiro que pagam pela política e fazem tudo pra derrubar o Pablo Marçal ele não vai cair em nome de Jesus e no sangue dele"
"000cea8f7b5b7a848fce404c2fb8cd4b","Que Deus honra cada minuto de vida do nosso compromisso com a humanidade que Deus de direção pra Pablo Marçal amém"
"000d4e9bd7aa49e8676a0a6711534aee","PODE DAR 😅 #videoviral #cadeira #pablomarçal1 #love #mulher #homem #memess #memepage #❤️ #clt #empreendedorismo #casados #namoradaciumenta #saopaulo #eleiçoes #viralpost #maternidade #bebe #casal #casa #casamento"
"000d594da962a0c716f0e5366623ee70","👎👹é Tarcísio tu és um hipócrita, vai se ferrar, Tarcísio, Nunes, Boulos, Tabata, tudo podres, farinha do mesmo saco, Malafaia outro Hipócrita, raças podres. 👍🇧🇷É Marçal primeiro turno, povão Paulista e Paulistanos jovens e indecisos, estamos todos com Marçal 28👍👍👍👍🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷"
"000d7fb4fd5d03f42892924e2e5e7540","Estamos com vc Boulos"
"000e3555f961dd185576b43563d879a5","Eu mesma nao acredito mais em política que pena que o Pablo Marçal nao venceu as eleições"
"000e4563265ca9c4b17042baa55abbff","Isso que ele falou pra Chatabata não passou de estratégia, uma ironia, Malafaia. Pelo amor de Deus, para com essa confusão inútil. Não tem outra opção pra prefeitura de São Paulo. Nunes e Boulos são farinha do mesmo saco."
"000f8f0c4447801de3519fc23b81ac70","Pablo Marçal leva marmita pra onde for!ele é muito simples!o ratinho também é muito simples e adora pé de frango também!!"
"000f903464dc3c45411683adab39a124","PSOL E PT ESTAO ARRUINANDO O BRASIL, POR ISSO O NORDESTE ESTA A ANOS NA POBREZA, NAO QUEREMOS ISSO EM SAO PAULO, NAO VOTEM NO BOULOS E NEM TABATA, AGORA NO NUNES QUE DE TODOS ESTA NO MEIO DOS MANDANTES QUE ESTAO DESTRUINDO O PAIS, JUNTO COM O PT E PSOL, O PSD QUE E DO NUNES, ESTAO DESGRAÇANDO O PAIS A ANOS ESCONDIDOS, NAO VOTEM NELES, SENAO ESTAREMOS PERDIDOS, BOULOS, TABATA E NUNES, FAZEM PARTE DO CONSORCIO COMUNISTA DO BRASIL, SE QUEREM UM FUTURO DIGNO PARA SEUS FILHOS, VAMOS DAR UMA CHANCE AO MARÇAL PARA QUE SEJAM PRESOS TODOS QUE ESTÀO ENVOLVIDOS COM ISSO, ELE SENDO PREFEITO, TERÁ PODER PRA ISSO E EU TO CANSADO DE A ANOS VER SEMPRE ISSO, VAMOS MUDAR, VOTEM MARÇAL E FAZ O MMMMM 2828"
"000f9f73fe07f43bae8f5db1fb38bbb3","Pablo Marçal e lizo nas respostas, ligeiro de mais.slk"
"000fd8c2dbd5b7db21b71bfba8349dc2","O Datena foi repeendido e não voltou a descumpri as regras, já o Lamaçal com o problema cognitivo que tem não sabe cumprir regras, foi repreendido varias vezes e voltou a fazer/falar merda. E chamar o boçal de bandido/ladrão não é ofença, ja que ele foi condenado: Em maio de 2010, Pablo Marçal foi condenado a quatro anos e cinco meses de reclusão por furto qualificado pela Justiça Federal de Goiás. infomoney sendo que o próprio adimitiu o roubo: o candidato a prefeito de São Paulo Pablo Marçal (PRTB; foto) pediu perdão pela sua participação em uma quadrilha de golpes bancários em 2005. e o malandro ""pede perdão"", mas devolver o dinheiro nem pensar."
"000ff4491842f7f544a2bd0a27b9adf3","O único momento que presta nas eleições são as figuras nos debates 🤣🤣 . . . . . . . #politica #prefeitura #saopaulo #eleições #viral #pablomarçal #foryou #fyp #viralvideos #reus #fy #explorar"
"001014263c2e852aa092773fe55d6383","TOMA Silas malafaia vê se o Senhor toma vergonha é deixa de falar de pablo Marçal. Ô o Senhor não quê destruir à ideologia petista. Deixe de ser hipócrita seu HEREGE PICARETA quê VIVE se alimentando com à gordura das ovelhas e se vestindo com suas lãs, então é isso senhor silas malafaia. Tome vergonha e deixe PABLO MARÇAL. Que deus abençoe grandemente PABLO MARÇAL dando a ele a prefeitura dá capital paulista. ESTAMOS JUNTOS PABLO MARÇAL."
"0010d2b8c40c28f3626e1a66d8e349e0","Boulos é muito inocente, 6 anos apanhando, ainda não aprendeu a bater em cheio nesses canalhas"
"0010e4b4219d7682caf0abe8e8ab272c","Boulos no primeiro turno."
"0010eae278cc464b4b33a3c79a2c089a","Pittoli a Lili está certíssima ‼️ Pittoli e tudo que o Nunes fez com Bolsonaro na época da pandemia da COVID, Não conta? Só vale o que Pablo Marçal fala, me poupe, né!!!!"
"00110e933d1759d12da845bf3d3e7ac7","Parabéns Boulos a luta continua, o candidato ausente mostra muito insegurança para enfrentar você no debate no segundo turno, simplesmente fugindo."
"00112447b514997ac83e3ba48d62fc63","Andre Martins Não importa de onde ele é. Ele é brasileiro e por isso mesmo, com certeza ele não deseja que São Paulo seja governada por alguém como o Boulos..vota no Boulos e depois não reclame, aguenta as consequências."
"00112a9e012f15456628ea4f04a739e6","Flashback Deus não analisa só Rodolfo Landim ficou 3 de 1 e 3 de outra né na primeira eleição ele ganhou bastante coisas quase quase tudo bastante na segunda eleição do Rodolfo Landim ele só gastou o dinheiro para o Flamengo com papagaiada podia ter contratado o melhor técnico do mundo gastar dinheiro com técnica que era o ano passado contratou o Tite para jogar dinheiro fora Jardim caboclo e dia do Flamengo Luciano ano passado esse aí a pessoa fala quando eu aprendi é o cara me parece que ele tá fazendo isso tudo sobre aqui o Flamengo virou assar que é obrigado a ser é obrigado esse homem tá no Flamengo com manutenção rapaz você não tá no Flamengo com maior intenção Rodolfo Landim tá no Flamengo com maior intenção ele tem algum interesse ali dentro do Flamengo não sei mas tem interesse de alguma coisa do Flamengo né porque ele é flamenguinho o verdadeiro flamenguista ele não fica levando o pau toda hora perdendo toda hora e achando que tá maneiro tá legal não nem e acho que tem que botar segurança para não deixar cobrar safadeza tá surgindo também através dele também"
"00116ac0e8a3127dfe378df0cdb21c5f","Pablo Marçal prefeito de São Paulo, primeiro turno, o Brasil conta com os paulistanos M28"
"001174ad67aac7e4f27dcdd52ae65420","Votei Marçal, de raiva vou de Boulos, gente arrogante na prefeitura de São Paulo"
"0011a1fda3c89f26daf99b8475f07c16","ELEIÇÕES 2024 Marçal e sócio Medina mentem sobre ""reação instintiva"" de soco em marqueteiro de Nunes Depoimentos de pessoas que estavam no estúdio comprovam o que a Fórum antecipou: agressão foi premeditada e Pablo Marçal deu aval a Medina para desferir..."
"001221d5e49ab2d615b6df7778d36c5d","Ele se converteu agr😂 qm não conhece o Boulos q compre ele, mais arruaceiro impossivel"
"00124f2f6a2d50fb3226a0e6b96cba73","Tamo junto Boulos, Deus te abençoe, a verdade sempre vence"
"0012cd37e8146be96acfca64eb1ff455","Milton Oliveira Boulos é um santo né 😁😁😁"
"0012e0a298ddbd3cec74f602c6e65596","Boulos não se emenda. Não tem chance para ele.....nunca"
"0013509ae708f000f102f43f31898c95","'Amante de Bolsonaro', diz Marçal a Nunes, que rebate: 'tchutchuca do PCC' Ricardo Nunes (MDB) e Pablo Marçal (PRTB) trocaram xingamentos neste domingo no início do debate da Gazeta/MyNews com candidatos para a Prefeitura de São Paulo.O que aconteceuNunes chamou Marçal de ""Pablito"", e perguntou sobre a condenação do https://noticias.uol.com.br/eleicoes/2024/09/01/amante-de-bolsonaro-diz-marcal-a-nunes-que-rebate-tchutchuca-do-pcc.htm?utm_source=facebook&utm_medium=social-media&utm_content=geral&utm_campaign=noticias"
"001361517093e9c579564246ae533607","Mas então ele admitiu algo que outros fizeram ? Kkkk é um conceito engraçado"
"001396788f5a1232b02ba71273dd70ad","PABLO MARÇAL MELHOR PARA SAO PAULO DEUS TE ABENÇOE GUARDE ILUMINE PROTEJA"
"0013a62f429ce921035c6a03a919a646","@@GilCosta961 O Datena não é inocente, mas o Pablo Marçal procurou!"
"001426347085aebec2bcb6e0a279356f","M28 Pablo Marçal"
"00154796ed8c13b2ac0c7744c887e6f1","Se eu morasse em São Paulo estaria fazendo campanha ferrenho para o Pablo Marçal"
"00156fc8a6c36c30885b32370b50e126","PABLO MARÇAL será prefeito de São Paulo . São Paulo não pode cair nas mãos da esquerda maldita. Aonde a esquerda domina a pobreza aumenta."
"0015d43656a59f6d94806dcf3e11175a","Vamos eleger Boulos so assim ele libera Geral. Coloca fogo em São Paulo é apaga com Gasolina.. centro histórico você não pode atravessar apê. Piores prefeitos Dória 💩 Bruno 💩Nunes 💩"
"0015e1e5da5e0e7e6afa8000105c00b3","Guilherme Boulos é candidato à Prefeitura de São Paulo/SP pelo Partido Socialismo e Liberdade (PSOL), tendo Marta Suplicy (PT) como vice, disputando pela Coligação ""Amor por São Paulo"" (Federação PSOL REDE • Federação Brasil da Esperança | PT • PCdoB • PV | PDT). Você tem jingles políticos em arquivo? Compartilhe conosco e contribua com o conteúdo do canal! É só entrar em contato pelo nosso e-mail: omelhordaseleicoes@gmail.com"
"00164d63b816f1d2a892e5fc4952412a","...Paulo, Ricardo Nunes (MDB), lidera as intenções de voto no levantamento com 27%, seguido do deputado federal Guilherme Boulos (PSOL), com 25%, e de Marçal, que registrou 19% no cenário estimulado. Na comparação com a pesquisa anterior do instituto, Datena..."
"00167bde2c9f724f2c97f063684f9b87","Efeito Marçal: o próximo passo “natural” dos debates em SP é um tiroteio ao vivo Efeito Marçal: o próximo passo ""natural"" dos debates em SP é um tiroteio ao vivo Na sequência de um episódio alarmante de violência política, a RedeTV! implementou medidas “rigorosas” para o próximo debate entre os candidatos a prefeito de São Paulo nesta terça-feira (17). Após José Luiz Datena, do PSDB, ter lançado uma cadeira contra Pablo Marçal, do PRTB, na TV ... https://www.diariodocentrodomundo.com.br/efeito-marcal-o-proximo-passo-natural-dos-debates-em-sp-e-um-tiroteio-ao-vivo/"
"00168c488e0277830e20fd4408472723","Esse tal de, Pablo Marçal ,parece irmão do deputado Glauber Braga, mal caráter os dois são muito sujo só gostam de baderna so perde voto com isto, obs não sou eleitor de SP, sou de Leopoldina mg"
"0016b5dcde4c8599830550f0282bd537","Sou de esquerda e nunca votaria nesse Boulos, é fraco demais, parou no tempo, tem.bvoas causas mas não articula, nesse cenário de SP iria na Tabata sem nem pensar...."
"0016b5eaba0be0012810e7ea10505753","...14:54 Ricardo Nunes, Guilherme Boulos e Pablo Marçal disputam a Prefeitura de São Paulo (Crédito: Governo de São Paulo/Divulgação, Marcelo Ferreira/CB/D.A Press e Minervino Júnior/CB/D.A. Press) Na reta final das Eleiçötilde;es Municipais 2024, a disputa..."
"0017c66830e114ec4d922dd2f58f9474","A cadeirada de Datena em candidato do PRTB resultou na expulsão do apresentador, que posteriormente afirmou estar arrependido do ocorrido O influenciador Pablo Marçal(PRTB) publicou uma foto em seu Instagramcomparando a cadeirada que levou do..."
"00181090c4c1b17cc95dbf5914f78e95","Gente não votem nulo, pq os eleitores do Datena e Tabata, votam no Boulos, vocês estão dando brecha pro boulos que ao meu ver é 1001% pior que Nunes. Vocês estão colocando os dois na mesma balança e não é bem assim não, boulos consegue ser pior que nunes. Infelizmente a opção não é o melhor e sim o menos ruim/pior"
"00184b62b49e9eb7c49a315b8742b44f","Caio Lopes tô com sangue no zóio. Agora é Boulos."
"0018718488019a43d2d575860287990b","Nikolas faz campanha contra PSD e vira alvo de políticos O deputado federal Nikolas Ferreira, conhecido por suas opiniões conservadoras e críticas ao governo, lançou uma campanha aberta contra o Partido Social Democrático (PSD), o que gerou reações entre políticos. Ele argumenta que o partido tem se alinhado ao governo Lula e ao STF, o que, em sua visão, prejudica a oposição. A campanha contra o PSD rapidamente fez com que Nikolas se tornasse alvo de críticas e até ataques de outros políticos, que defendem que suas ações estão polarizando ainda mais o ambiente político. A controvérsia destaca a crescente tensão entre partidos e figuras públicas em meio ao cenário político conturbado. #LiberdadeDeExpressão #STF #ForaMoraes #RegulamentaçãoDasRedes #CensuraNasRedes #NikolasFerreira #ImpeachmentMoraes #SupremoTribunalFederal #MovimentoForaMoraes #LiberdadeDigital #RedesSociais #BeloHorizonte #GeraldoAlckmin #LavaJato #PolíticaBrasileira #DonaldTrump #PabloMarçal #JustiçaBrasileira #OperaçãoLavaJato #Censura"
"001897506afb66c651da8a9ebc7575e9","Na Bienal? Cacete! Nem parece que fdp falou que queria censurar livros do evento."
"0018bfabb0468aeee409eafe4a2adc77","#fazom28🇧🇷 #sotemresultadoquemfaz #marcaladiferencia #pablomarcal #pablomarçal #frases #religião #corte #video #conhecimento #naoacensura #marcaleleito #love #amor #foto #photography #espiritualidade #sport #sp #saopaulo #brasil #brazil #amor #frases #deus #deusnocomando #jesus #saude #saúde"
"00192423fe4acaba99e8f7a3770298f5","Vou anular 2 comunista boulos lula e nunes temer xandao chega de falar q nunes é falsa direita"
"0019b566042ca619f2f2f4125849deb2","Pablo Marçal chegou e conquistou os corações. ❤❤❤❤❤❤❤M28"
"0019d8fdbd0e3d5a73142fc0b4012e13","DATENA QUERIA TIRAR PABLO MARÇAL DA CORRIDA ELEITORAL TUDO COMBINADO"
"001a13de6f5f1fe6f1cc2992aa5c4ea3","Boulos gosta de pó 😂😂"
"001a1658b2e90ffa8e4678ed12c6871e","PABLO MARÇAL, ORGULHO NACIONAL 🇧🇷🇧🇷🇧🇷"
"001b34cff5442eaa2dc01c2d92d5514e","Diga sim a PABLO MARÇAL"
"001b38fa0ecb1a6e5712855684b294aa","...que não pretende romper com o pastor. O momento, defende, é de baixar a temperatura e 'distencionar' para que o grupo se reorganize para a disputa de segundo turno, travada entre Nunes e Guilherme Boulos . Carta Capital Manuela Carta Mino Carta Lula..."
"001b4e85c2a4014172df1e84813937df","E se fosse o Pablo Marçal que tivesse tido essa ""reação humana"" e perdido a cabeça e agredisse o Datena? O que vcs acham que teria acontecido com o candidato? Claro que iriam prendê-lo e tirá-lo da disputa na hora, como foi esse truculento o agressor que faz parte do consórcio, ele continua e está lá só pra tumultuar e avacalhar. 🫣🤬"
"001bf9b45494849cd77bfc48987b8335","A mídia: ""eleitores de Boulos e de marçal entram em confronto no Paulista""."
"001c32dcffbc8f0e620577d7c48de0cd","Obrigada Desembargador Sebastião Coelho....por apoiar o Pablo Marçal....o Mito é tal pastor Silas Malafaia estão é atrapalhando o Pablo Marçal com suas picuinhas políticas. VITÓRIA A 28 DE SÃO PAULO. PEÇO A DEUS POR SUA VITÓRIA EM SAMPA. 🎉🎉🎉❤"
"001c4846e2c81e9e003d475e3f3d9053","PABLO MARÇAL PREFEITO DE SÃO PAULO BOLSONARO PRESIDENTE DO BRASIL 😂😂😂😂❤😂❤😂😂😂😮😅😮😂😂"
"001c8e1ea221966bde020044e98cfff4","O exame que Boulos apresentou está escrito negativo porém não é negativo pois apresenta percentual"
"001cb5d2d4056ce0c013a83c7264a869","José Rodolfo Moreira 👏🏻👏🏻🔟✅"
"001d1abf32a74152301325c5e0c78478","Fechado com Pablo Marçal 28 28 28 28 28 28 28 28 MMMMMM"
"001d1e6007fa59aef4fd8332e05fe9c6","PARABÉNS EXCELENTÍSSIMO E ILUSTRE DESEMBARGADOR E ADVOGADO, DOUTOR SEBASTIÃO COELHO!!! LAMENTAVELMENTE O SILAS MALAFAIA ESTÁ FAVORECENDO O RICARDO NUNES, ESQUERDISTA E CORRUPTO, PARA A PREFEITURA DE SÃO PAULO! MAS O PABLO MARÇAL, ALÉM DE SER DA DIREITA, É, DE LONGE, O MELHOR CANDIDATO!!!! FORA RICARDO NUNES!!!! FORA KASSAB!!!!! FORA PACHECO!!!! FORA O PSD-55!!! FORA SENADORES DO PSD-55 QUE ESTÃO CONTRA O IMPEACHMENT DO MINISTRO ALEXANDRE DE MORAES!!!! FORA CANDIDATOS A PREFEITO E A VEREADOR DO PSD-55!!!!! NÓS QUEREMOS MARÇAL NA PREFEITURA DE SÃO PAULO!!!! E QUEREMOS O ALEXANDRE DE MORAES FORA DO PODER JUDICIÁRIO!!!!! IMPEACHMENT JÁ DO ALEXANDRE DE MORAES!!!!!"
"001da073b7e59f434ca2284c8e940ce3","#viralreels #pablomarcal #viralreel #saopaulo #bolsonaro #respect #direita #brasil #politica #candidato #eleição"
"001e15f1c64dbe0d58bed625ef2253e4","Pesquisa Datafolha de hoje: Nunes tem 27%, Boulos, 25% e Marçal, 21%. Como tem uma margem de erro de 2%. significa que, rigorosamente, há um empate técnico entre os três candidatos."
"001e6e1352c7e1fe513e5d253f295390","Boulos prefeito de São Paulo seria histórico."
"001e9c8a82539c391f31be85796bd6d0","Boulos aparece com 23%, seguido pelo prefeito e pelo ex-coach, que têm 22% cada Os candidatos à Prefeitura de São Paulo Guilherme Boulos (Psol), Pablo Marçal (PRTB) e Ricardo Nunes (MDB) continuam tecnicamente empatados nos percentuais de intenções de..."
"001eb1b747ce2975ed7271cef6f061d0","Tramontina agiu certo dentro da regra . Pablo Marçal é um moleque !"
"001f2c45ed16ddc51bca72ce67a52511","Esses setores de pesquisas de opiniao publica e uma vergonha falam que boulos tem voto . Quw vergonha..."
"001f32dfa8214dd08b5e3df1a082b508","...99 quilômetros da capital e com 1 milhão de habitantes. EMPATE Como mostrou o Estadão, a disputa em Campinas se tornou um empate entre Tarcísio e Lula, que apoiam o prefeito Dário Saadi (Republicanos) e o médico Pedro Tourinho (PT). Tanto o governador..."
"001f5ca61c675f2b19e9070839739ff5","Dia 6 revolta do povo com Pablo Marçal vai surpreender todos políticos e jornalistas escreva isso. Mais de 40%"
"001f88393d8347ae3803a01274b1d0e5","Abre o olho paulistano, tem certeza que vão votar no Pablo Marçal?"
"001f8a80df70da6baeb1b26bf3617b49","O PT o PSOL todos deputado tem que apoiar boulos vamos Glauber Braga vamos Sâmia Bonfim vamos todos com boulos"
"001fc73e9f6b378e369a574e6794c84f","Foraaa malafaia vsi cuidar das suas ovelhas . Foraa boulos vace ja era ."
"001fffb381373da7bc3f42494c1cc8b6","A preocupaçao é q Pablo Marçal vai quebrar o esquema dos roubos aqui na prefeitura de SP., as empreiteiras doaram 2,3 milhões p o Nunes!!! Silas de estar devendo muitos IPTUS aqui"
